
Player;309;Sprint;2025-11-21T11:12:59.096960600
Player;309;Sprint;2025-11-21T11:12:59.490177300
Player;309;Sprint;2025-11-21T11:12:59.890179400
Player;309;Sprint;2025-11-21T11:13:00.291006300
Player;309;Sprint;2025-11-21T11:13:00.691166100
Player;309;Sprint;2025-11-21T11:13:01.091216100
Player;309;Sprint;2025-11-21T11:13:01.490501400
Player;309;Sprint;2025-11-21T11:13:01.891016600
Player;309;Sprint;2025-11-21T11:13:02.290421700
Player;309;Sprint;2025-11-21T11:13:02.690280700
Player;309;Sprint;2025-11-21T11:13:03.090484300
Player;309;Sprint;2025-11-21T11:13:03.491112
Player;309;Sprint;2025-11-21T11:13:03.891024200
Player;309;Sprint;2025-11-21T11:13:04.291021300
Player;309;Sprint;2025-11-21T11:13:04.691622500
Player;309;Sprint;2025-11-21T11:13:05.090753200
Player;309;Sprint;2025-11-21T11:13:05.490224800
Player;309;Sprint;2025-11-21T11:13:05.890297100
Player;309;Sprint;2025-11-21T11:13:06.290308300
Player;309;Sprint;2025-11-21T11:13:06.690835800
Player;309;Sprint;2025-11-21T11:13:07.090930900
Player;309;Sprint;2025-11-21T11:13:07.490283700
Player;309;Sprint;2025-11-21T11:13:07.890852900
Player;309;Sprint;2025-11-21T11:13:08.290184200
Player;309;Sprint;2025-11-21T11:13:08.691080200
Player;309;Sprint;2025-11-21T11:13:09.091112300
Player;309;Sprint;2025-11-21T11:13:09.490959600
Player;309;Sprint;2025-11-21T11:13:09.890230300
Player;309;Sprint;2025-11-21T11:13:10.290338200
Player;309;Sprint;2025-11-21T11:13:10.690995100
Player;309;Sprint;2025-11-21T11:13:11.091072200
Player;309;Sprint;2025-11-21T11:13:11.490297100
Player;309;Sprint;2025-11-21T11:13:11.890720900
Player;309;Sprint;2025-11-21T11:13:12.290360300
Player;309;Sprint;2025-11-21T11:13:12.720558400
Player;333;Sprint;2025-11-21T11:13:48.853945400
Player;333;Sprint;2025-11-21T11:13:48.883545600
Player;333;Sprint;2025-11-21T11:13:49.282451800
Player;333;Sprint;2025-11-21T11:13:49.682084700
Player;333;Sprint;2025-11-21T11:13:50.082219200
Player;333;Sprint;2025-11-21T11:13:50.482094400
Player;333;Sprint;2025-11-21T11:13:50.882198300
Player;333;Sprint;2025-11-21T11:13:51.282396500
Player;333;Sprint;2025-11-21T11:13:51.684098700
Player;333;Sprint;2025-11-21T11:13:52.082203700
Player;333;Sprint;2025-11-21T11:13:52.482101
Player;333;Sprint;2025-11-21T11:13:52.883060800
Player;333;Sprint;2025-11-21T11:13:53.282452
Player;333;Sprint;2025-11-21T11:13:53.683080800
Player;333;Sprint;2025-11-21T11:13:54.082309200
